#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-05-23T11:39:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ce68301a8e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=33	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJ/738/79&tab:{J/ApJ/738/79/table1}&key:source=J/ApJ/738/79&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/738/79/table1
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=gmag
#-out=u-g
#-out=g-r
#-out=D0.2
#-out=fm
#-out=cHg
#-out=bHg
#-out=d
#-out=r
#-out=x
#-out=y
#-out=z
#-out=HRV
#-out=e_HRV
#-out=Vgal
#-out=DR8
#DR8=DR8
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17380079
#Name: J/ApJ/738/79
#Title: SDSS-DR8 BHB stars in the Milky Way's halo (Xue+, 2011)
#Table	J_ApJ_738_79_table1:
#Name: J/ApJ/738/79/table1
#Title: *List of 4985 blue horizontal-branch (BHB) stars selected from SDSS DR8
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F10.6)	[0.02/359.85] Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F10.6)	[-81.32/88.37] Galactic latitude	[ucd=pos.galactic.lat]
#Column	gmag	(F5.2)	[12.6/20.1] Extinction-corrected g band magnitude	[ucd=phot.mag;em.opt.B]
#Column	u-g	(F5.2)	(u-g) color index after extinction correction	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	g-r	(F5.2)	(g-r) color index after extinction correction	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	D0.2	(F5.2)	H{delta} line width at 20% below local continuum	[ucd=spect.line.width;em.line.Hdelta]
#Column	fm	(F5.2)	H{delta} line flux relative to continuum at line core	[ucd=phot.flux;em.line.Hdelta;spect.line]
#Column	cHg	(F5.2)	The c of H{gamma} line	[ucd=stat.fit.param]
#Column	bHg	(F5.2)	The b of H{gamma} line	[ucd=stat.fit.param]
#Column	d	(F4.1)	[2.3/77.1] Distance to the Sun (1)	[ucd=pos.distance;pos.heliocentric]
#Column	r	(F4.1)	Distance to the Galactic center (1)	[ucd=pos.distance;pos.galactocentric]
#Column	x	(F5.1)	Galactocentric x-position (1)	[ucd=pos.distance;pos.galactocentric]
#Column	y	(F5.1)	Galactocentric y-position (1)	[ucd=pos.distance;pos.galactocentric]
#Column	z	(F5.1)	Galactocentric z-postiion (1)	[ucd=phot.color;pos.galactocentric]
#Column	HRV	(F6.1)	[-476.2/456.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	e_HRV	(F6.1)	[0.9/22.5] Error in HRV	[ucd=stat.error]
#Column	Vgal	(F6.1)	Galactocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.galactocentric]
#Column	DR8	(A3)	Display the SDSS-DR8 photometric catalog (II/306) within 1.5"	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS online data for this star	[ucd=meta.ref.url]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000;DEJ2000;GLON;GLAT;gmag;u-g;g-r;D0.2;fm;cHg;bHg;d;r;x;y;z;HRV;e_HRV;Vgal;DR8;Sloan;SimbadName
155.20120;+42.00236;177.144531; 55.966354;16.29; 1.13; 0.00;20.61; 0.26; 0.84; 7.38;13.7;19.4; 15.7; -0.4; 11.4; -40.9;   2.4; -34.2;DR8;Sloan;SDSS J102048.28+420008.4
186.15611;+05.15978;285.532715; 67.121353;16.55; 1.17;-0.17;26.85; 0.22; 0.95; 9.86;15.9;17.0;  6.3;  5.9; 14.6; 135.6;   2.2;  58.9;DR8;Sloan;SDSS J122437.46+050935.2
185.52507;+05.67083;283.599365; 67.434784;18.99; 1.36;-0.12;24.43; 0.23; 1.09; 9.65;48.6;48.6;  3.6; 18.1; 44.9;  86.1;  10.8;   9.7;DR8;Sloan;SDSS J122206.01+054015.1
185.23080;+04.83538;283.517090; 66.550018;17.00; 1.21;-0.16;25.45; 0.26; 0.90; 9.56;19.5;20.4;  6.2;  7.5; 17.9; 128.8;   3.0;  49.2;DR8;Sloan;SDSS J122055.39+045007.3
185.49589;+04.36163;284.490082; 66.173103;18.36; 1.09;-0.24;25.98; 0.24; 1.12; 9.29;35.6;35.7;  4.4; 13.9; 32.6; -91.4;   6.1;-171.9;DR8;Sloan;SDSS J122159.01+042141.8
186.05878;+04.49999;285.740021; 66.459503;15.97; 1.08;-0.25;24.17; 0.22; 1.13; 9.56;11.9;13.6;  6.7;  4.6; 10.9; 236.1;   1.7; 157.2;DR8;Sloan;SDSS J122414.11+043000.0
185.86749;+04.93448;284.981506; 66.826508;17.13; 1.18;-0.06;24.23; 0.24; 0.76; 7.45;20.2;21.0;  5.9;  7.7; 18.6;  76.3;   2.8;  -1.7;DR8;Sloan;SDSS J122328.20+045604.1
186.25929;+04.61326;286.150482; 66.620979;16.48; 1.20;-0.21;27.23; 0.21; 1.02;10.20;15.3;16.5;  6.3;  5.8; 14.1; 138.3;   2.1;  60.2;DR8;Sloan;SDSS J122502.23+043647.7
186.73959;+04.94583;287.116760; 67.062904;15.52; 1.17;-0.14;27.28; 0.21; 0.99;10.04; 9.9;12.0;  6.9;  3.7;  9.1; 194.7;   1.6; 118.6;DR8;Sloan;SDSS J122657.50+045644.9
186.93111;+04.30700;287.970917; 66.487488;17.10; 1.26;-0.04;23.37; 0.25; 0.83; 7.26;20.0;20.6;  5.5;  7.6; 18.3; 354.7;   2.7; 277.1;DR8;Sloan;SDSS J122743.46+041825.2
187.07632;+03.87380;288.565216; 66.098190;15.64; 1.07;-0.26;23.70; 0.24; 1.20; 9.61;10.2;12.1;  6.7;  3.9;  9.3; 110.3;   1.9;  31.7;DR8;Sloan;SDSS J122818.31+035225.7
187.91589;+04.51093;290.285828; 66.895920;16.96; 1.22;-0.21;26.19; 0.24; 1.07;10.39;19.2;19.7;  5.4;  7.1; 17.6; -72.2;   3.1;-147.1;DR8;Sloan;SDSS J123139.81+043039.3
131.16515;+23.38634;202.087143; 34.634205;17.59; 1.20;-0.20;26.79; 0.24; 0.98; 9.65;25.5;32.1; 27.5;  7.9; 14.5; -13.7;   3.4; -86.9;DR8;Sloan;SDSS J084439.63+232310.8
128.71435;+22.90285;201.795578; 32.342278;17.83; 1.15;-0.14;25.94; 0.27; 1.00;10.41;28.6;35.3; 30.5;  9.0; 15.3;  75.3;   4.7;   0.7;DR8;Sloan;SDSS J083451.44+225410.2
129.49818;+22.38320;202.654587; 32.861595;17.90; 1.23;-0.03;20.99; 0.14; 0.82; 7.40;28.9;35.4; 30.4;  9.3; 15.7;  -5.0;   6.4; -81.7;DR8;Sloan;SDSS J083759.56+222259.5
254.87653;+40.87269; 65.137886; 37.890495;15.83; 1.19;-0.09;24.60; 0.27; 0.84; 8.67;11.4;11.5;  4.2; -8.2;  7.0;-266.9;   1.9; -97.9;DR8;Sloan;SDSS J165930.36+405221.6
254.60280;+41.48218; 65.886490; 38.147625;16.76; 0.90;-0.31;20.78; 0.29; 1.20; 8.54;15.6;15.1;  3.0;-11.2;  9.6;-274.7;   3.1;-105.4;DR8;Sloan;SDSS J165824.67+412855.8
253.32385;+40.29631; 64.274399; 39.015377;18.12; 1.05;-0.29;23.49; 0.25; 1.04; 9.00;31.9;30.2; -2.8;-22.4; 20.1;-218.3;   6.3; -52.8;DR8;Sloan;SDSS J165317.72+401746.7
253.55699;+41.01455; 65.213051; 38.895519;17.01; 1.22;-0.19;26.15; 0.24; 0.96; 9.83;19.6;18.6;  1.6;-13.8; 12.3;-327.7;   3.5;-160.8;DR8;Sloan;SDSS J165413.67+410052.3
253.23733;+41.67123; 66.035362; 39.179901;16.16; 1.23;-0.15;26.14; 0.21; 0.94; 9.71;13.2;13.1;  3.8; -9.4;  8.4;  34.6;   2.2; 201.8;DR8;Sloan;SDSS J165256.96+414016.4
128.27772;+55.72062;162.067810; 36.294441;17.45; 1.26;-0.05;23.78; 0.25; 0.80; 8.05;23.4;30.0; 26.0; -5.8; 13.9;-197.2;   3.2;-144.7;DR8;Sloan;SDSS J083306.62+554314.5
127.64022;+54.82327;163.204941; 35.988125;15.81; 1.22;-0.16;26.91; 0.22; 1.03;10.10;11.3;18.2; 16.7; -2.6;  6.6;-167.6;   1.6;-118.5;DR8;Sloan;SDSS J083033.62+544924.0
128.65956;+57.46294;159.890747; 36.352356;15.57; 1.22;-0.09;25.89; 0.24; 0.94; 9.00;10.1;17.0; 15.6; -2.8;  6.0;-117.2;   1.7; -58.1;DR8;Sloan;SDSS J083438.26+572746.8
129.11456;+56.87038;160.593307; 36.657448;16.80; 1.25;-0.07;27.25; 0.21; 0.94; 9.20;17.4;24.0; 21.1; -4.6; 10.4;  98.6;   2.3; 155.4;DR8;Sloan;SDSS J083627.46+565213.5
252.67352;+41.43582; 65.698219; 39.586746;16.86; 1.22;-0.09;24.72; 0.23; 0.91; 9.31;18.3;17.5;  2.2;-12.9; 11.7;-113.8;   3.1;  52.1;DR8;Sloan;SDSS J165041.64+412609.0
177.36896;+05.63479;265.712067; 63.933739;17.69; 1.28;-0.09;26.10; 0.25; 0.90; 8.89;26.8;28.2;  8.9; 11.7; 24.0; 110.0;   3.6;  17.5;DR8;Sloan;SDSS J114928.55+053805.2
176.95727;+04.91472;265.810333; 63.106319;17.28; 1.31;-0.14;27.09; 0.21; 1.03; 9.94;22.2;23.8;  8.7; 10.0; 19.8; 195.0;   3.0;  99.5;DR8;Sloan;SDSS J114749.74+045453.0
176.43014;+06.17909;263.259766; 63.866520;17.24; 1.20;-0.08;24.89; 0.24; 0.87; 8.27;21.3;23.1;  9.1;  9.3; 19.1; 140.1;   2.9;  47.5;DR8;Sloan;SDSS J114543.22+061044.7
175.53419;+06.85577;260.720520; 63.891838;15.88; 1.15;-0.23;25.49; 0.24; 1.09;10.24;11.4;14.3;  8.8;  4.9; 10.2;  88.9;   1.9;  -3.2;DR8;Sloan;SDSS J114208.20+065120.7
176.55394;+07.66279;261.482025; 65.143753;18.27; 1.18;-0.10;21.54; 0.25; 0.82; 7.76;35.0;36.4; 10.2; 14.5; 31.8;  18.8;   6.1; -68.9;DR8;Sloan;SDSS J114612.94+073946.0
176.68556;+07.09071;262.525787; 64.757706;18.09; 1.23;-0.08;26.52; 0.20; 0.82; 8.36;31.5;32.9;  9.7; 13.3; 28.5;  -3.3;   4.9; -92.6;DR8;Sloan;SDSS J114644.53+070526.5
176.60452;+06.87578;262.664124; 64.535995;16.41; 0.99; 0.00;21.71; 0.26; 0.81; 7.82;14.5;17.0;  8.8;  6.2; 13.1;  99.1;   2.1;   9.0;DR8;Sloan;SDSS J114625.08+065232.8
177.33362;+06.95088;263.956787; 65.011436;18.79; 1.36;-0.16;24.48; 0.24; 0.95; 9.68;44.4;45.5; 10.0; 18.7; 40.3; 176.9;   7.6;  88.4;DR8;Sloan;SDSS J114920.07+065703.1
177.21020;+06.77292;263.954773; 64.795380;16.70; 1.20;-0.14;26.50; 0.21; 0.92; 9.36;17.0;19.1;  8.8;  7.2; 15.3;  -4.3;   2.0; -93.6;DR8;Sloan;SDSS J114850.44+064622.5
177.40416;+07.06469;263.941620; 65.144905;17.38; 1.19;-0.14;27.59; 0.22; 1.03; 9.87;23.2;24.9;  9.0;  9.7; 21.1; 265.1;   2.9; 177.1;DR8;Sloan;SDSS J114937.00+070352.8
177.72588;+06.91115;264.776550; 65.196129;17.62; 1.23;-0.17;26.80; 0.24; 0.96; 9.96;25.9;27.4;  9.0; 10.8; 23.5; 111.0;   3.4;  23.1;DR8;Sloan;SDSS J115054.20+065440.1
254.11816;+42.07091; 66.601624; 38.550964;17.58; 1.11;-0.20;25.89; 0.22; 1.12;10.03;24.9;23.7;  0.3;-17.9; 15.5;-215.6;   4.1; -46.4;DR8;Sloan;SDSS J165628.35+420415.2
203.07645;+24.23910; 17.775723; 80.353592;15.87; 1.18;-0.10;24.41; 0.23; 0.81; 7.90;11.6;13.0;  6.2; -0.6; 11.4;-282.1;   2.1;-261.9;DR8;Sloan;SDSS J133218.34+241420.7
202.78258;+24.54970; 19.034340; 80.707481;17.83; 1.00;-0.01;21.68; 0.26; 0.75; 7.95;28.0;27.9;  3.7; -1.5; 27.6;-253.8;   5.2;-233.3;DR8;Sloan;SDSS J133107.81+243258.9
202.66260;+23.68718; 13.853885; 80.503891;16.77; 1.23;-0.21;26.95; 0.23; 1.01; 9.91;17.6;18.1;  5.2; -0.7; 17.3; 103.7;   2.9; 121.3;DR8;Sloan;SDSS J133039.02+234113.8
202.24426;+23.91087; 14.201677; 80.943665;16.22; 1.17;-0.08;25.67; 0.21; 0.89; 9.15;13.3;14.5;  6.0; -0.5; 13.2; -24.5;   2.1;  -7.2;DR8;Sloan;SDSS J132858.62+235439.1
202.37718;+23.89401; 14.399623; 80.825066;19.44; 1.16;-0.10;26.65; 0.26; 0.83; 8.69;60.0;59.3; -1.3; -2.4; 59.3; 182.8;  12.2; 200.4;DR8;Sloan;SDSS J132930.52+235338.4
201.81038;+24.02118; 13.861143; 81.351860;18.57; 1.20;-0.09;23.95; 0.24; 0.76; 7.79;40.2;39.8;  2.1; -1.4; 39.8;-140.7;   8.2;-124.0;DR8;Sloan;SDSS J132714.49+240116.2
201.24466;+22.72026;  4.653363; 81.214256;16.03; 0.99;-0.03;18.13; 0.35; 0.79; 7.64;12.2;13.5;  6.1; -0.2; 12.1;-122.4;   2.5;-111.0;DR8;Sloan;SDSS J132458.71+224312.9
201.84647;+23.34962;  9.970713; 81.039246;16.11; 1.19;-0.21;26.51; 0.21; 1.04;10.21;13.0;14.1;  6.0; -0.3; 12.8;  43.4;   2.3;  58.1;DR8;Sloan;SDSS J132723.15+232058.6
201.96312;+22.57077;  6.021445; 80.569916;17.24; 1.15;-0.14;25.85; 0.26; 1.01;10.24;21.8;21.9;  4.5; -0.4; 21.5;  -6.2;   3.9;   6.4;DR8;Sloan;SDSS J132751.14+223414.7
255.11897;+42.13068; 66.744751; 37.814545;19.44; 1.05;-0.24;23.36; 0.24; 0.92; 8.82;58.5;56.6;-10.3;-42.5; 35.9;-131.1;  16.0;  39.9;DR8;Sloan;SDSS J170028.55+420750.4
254.19595;+42.37390; 66.992897; 38.513016;17.06; 1.15;-0.17;26.50; 0.22; 1.00; 9.60;20.0;19.2;  1.9;-14.4; 12.5;-188.8;   3.2; -19.1;DR8;Sloan;SDSS J165647.03+422226.1
243.13506;+06.88885; 19.485363; 38.270412;15.60; 1.20;-0.10;25.66; 0.22; 0.85; 8.53;10.3; 6.9;  0.4; -2.7;  6.3;-273.7;   1.2;-202.9;DR8;Sloan;SDSS J161232.41+065319.9
146.00412;+43.74119;176.432053; 49.022915;18.13; 1.16;-0.07;25.33; 0.21; 0.94; 9.68;32.0;37.8; 29.0; -1.3; 24.2;-123.4;   5.1;-115.3;DR8;Sloan;SDSS J094400.98+434428.2
148.31499;+43.53013;176.357071; 50.707897;16.97; 1.20;-0.05;23.55; 0.26; 0.84; 8.40;18.8;24.6; 19.9; -0.8; 14.5; 227.8;   2.8; 236.1;DR8;Sloan;SDSS J095315.59+433148.5
147.34601;+44.37783;175.234451; 49.876747;17.62; 1.20;-0.18;27.51; 0.21; 1.01; 9.85;25.9;31.7; 24.6; -1.4; 19.8; -98.7;   3.3; -87.6;DR8;Sloan;SDSS J094923.04+442240.2
243.03439;+07.10752; 19.666388; 38.464458;17.07; 1.20;-0.15;26.66; 0.22; 0.87; 8.55;20.1;15.2; -6.8; -5.3; 12.5;-211.4;   2.5;-140.2;DR8;Sloan;SDSS J161208.25+070627.1
243.49852;+07.35604; 20.228310; 38.182632;17.82; 1.20;-0.21;27.45; 0.22; 1.08; 9.79;28.4;23.1;-12.9; -7.7; 17.5; -57.8;   3.8;  15.2;DR8;Sloan;SDSS J161359.64+072121.7
243.41083;+06.87043; 19.635258; 38.022621;17.36; 1.22;-0.12;26.73; 0.20; 0.89; 9.27;23.0;17.9; -9.1; -6.1; 14.2; -76.1;   2.7;  -4.6;DR8;Sloan;SDSS J161338.60+065213.5
243.78394;+07.06429; 20.078474; 37.793587;16.18; 1.15;-0.19;26.41; 0.22; 1.08; 9.88;13.4; 9.2; -1.9; -3.6;  8.2;-165.6;   1.5; -92.7;DR8;Sloan;SDSS J161508.14+070351.4
211.36192;+64.81684;110.671738; 50.513126;17.05; 1.22;-0.15;26.47; 0.23; 0.95; 9.94;19.9;23.1; 12.5;-11.9; 15.4;-102.9;   2.4;  34.4;DR8;Sloan;SDSS J140526.87+644900.7
207.33128;+66.48696;114.076653; 49.634174;17.14; 1.19;-0.23;25.71; 0.23; 1.05;10.01;20.8;24.2; 13.5;-12.3; 15.8;-248.8;   1.8;-112.8;DR8;Sloan;SDSS J134919.51+662913.2
208.06416;+65.37732;113.026245; 50.565117;18.53; 1.28;-0.13;25.16; 0.25; 0.82; 8.20;39.4;42.1; 17.8;-23.0; 30.4;-196.8;   4.1; -62.1;DR8;Sloan;SDSS J135215.39+652238.6
208.55310;+65.30404;112.685272; 50.556969;17.48; 1.09;-0.03;26.22; 0.30; 0.83; 8.42;23.8;26.9; 13.8;-13.9; 18.4;-108.7;   1.9;  26.4;DR8;Sloan;SDSS J135412.74+651814.8
243.40337;+05.96094; 18.629490; 37.580235;16.07; 1.10;-0.28;24.77; 0.22; 1.12; 9.51;12.4; 8.3; -1.3; -3.1;  7.6;-168.2;   1.5; -99.3;DR8;Sloan;SDSS J161336.80+055739.3
244.06422;+06.75123; 19.904078; 37.398193;17.47; 1.22;-0.14;26.07; 0.21; 0.93; 8.99;24.2;19.0;-10.1; -6.5; 14.7; -99.8;   3.1; -27.0;DR8;Sloan;SDSS J161615.41+064504.4
243.73112;+06.55873; 19.488495; 37.592621;17.67; 1.08;-0.25;23.59; 0.24; 1.07; 9.24;26.0;20.7;-11.4; -6.9; 15.8;-134.2;   3.6; -62.8;DR8;Sloan;SDSS J161455.47+063331.4
244.10493;+06.29826; 19.432678; 37.141113;15.58; 0.96;-0.25;22.24; 0.25; 1.17; 8.83; 9.5; 6.3;  0.9; -2.5;  5.7; -60.2;   1.2;  11.4;DR8;Sloan;SDSS J161625.18+061753.7
242.57706;+05.63860; 17.754076; 38.129772;16.97; 1.21;-0.09;23.87; 0.23; 0.91; 9.40;19.3;14.3; -6.4; -4.6; 11.9; -28.7;   3.6;  37.3;DR8;Sloan;SDSS J161018.49+053818.9
243.15730;+04.80482; 17.217445; 37.208542;16.86; 1.24;-0.17;25.67; 0.25; 0.93; 9.93;18.3;13.3; -5.9; -4.3; 11.1;  49.4;   2.2; 114.5;DR8;Sloan;SDSS J161237.75+044817.3
244.46553;+06.55636; 19.934538; 36.955173;17.03; 1.22;-0.16;26.76; 0.22; 0.97; 9.92;19.8;14.7; -6.9; -5.4; 11.9;  28.0;   2.2; 101.2;DR8;Sloan;SDSS J161751.72+063322.8
244.58688;+06.08602; 19.496386; 36.619564;15.63; 1.08;-0.23;25.30; 0.22; 1.09; 9.68;10.1; 6.6;  0.3; -2.7;  6.0; -16.2;   1.4;  56.0;DR8;Sloan;SDSS J161820.85+060509.6
243.25073;+05.53325; 18.066689; 37.497593;16.70; 1.16;-0.18;26.92; 0.23; 0.96; 9.74;17.0;12.1; -4.8; -4.2; 10.3;  15.1;   2.0;  82.4;DR8;Sloan;SDSS J161300.17+053159.7
243.87315;+05.30783; 18.213232; 36.848640;18.12; 1.17;-0.08;21.65; 0.21; 0.79; 7.90;32.0;26.4;-16.3; -8.0; 19.2; -57.2;   4.9;  11.0;DR8;Sloan;SDSS J161529.55+051828.2
243.95740;+05.49701; 18.470350; 36.870975;16.49; 1.09;-0.26;24.28; 0.24; 1.14; 9.84;15.1;10.4; -3.4; -3.8;  9.0;  61.6;   1.7; 130.6;DR8;Sloan;SDSS J161549.77+052949.2
244.15768;+05.53023; 18.630726; 36.714901;16.12; 0.97;-0.25;22.44; 0.25; 1.20; 9.17;12.1; 8.0; -1.2; -3.1;  7.2;-115.5;   1.5; -45.9;DR8;Sloan;SDSS J161637.84+053148.8
243.88449;+05.21334; 18.118305; 36.791351;15.59; 0.90;-0.28;20.87; 0.26; 1.21; 8.91; 9.1; 6.0;  1.1; -2.3;  5.4;-105.2;   1.3; -37.2;DR8;Sloan;SDSS J161532.27+051248.0
244.85611;+05.58376; 19.118326; 36.138569;15.83; 1.21;-0.12;24.61; 0.24; 0.90; 9.20;11.4; 7.4; -0.7; -3.0;  6.7; -21.4;   1.5;  50.0;DR8;Sloan;SDSS J161925.46+053501.5
245.01419;+05.59439; 19.226208; 36.007183;16.04; 1.17;-0.14;25.49; 0.24; 0.94; 9.75;12.5; 8.2; -1.6; -3.3;  7.4;-239.6;   1.7;-167.7;DR8;Sloan;SDSS J162003.40+053539.8
244.46133;+04.69189; 17.919455; 36.032036;16.59; 1.24;-0.11;21.88; 0.27; 0.76; 7.06;16.1;11.2; -4.4; -4.0;  9.5;  87.1;   2.0; 155.1;DR8;Sloan;SDSS J161750.71+044130.7
244.75655;+05.35084; 18.807133; 36.108749;15.63; 1.19;-0.10;24.67; 0.23; 0.93; 9.29;10.4; 6.7;  0.1; -2.7;  6.1;-107.9;   1.4; -37.4;DR8;Sloan;SDSS J161901.56+052103.0
183.33543;-00.10934;282.801270; 61.264561;17.09; 1.20;-0.04;23.99; 0.24; 0.80; 8.41;19.8;20.6;  5.9;  9.3; 17.4; 297.6;   2.5; 199.4;DR8;Sloan;SDSS J121320.51-000633.6
183.44070;-00.53705;283.276550; 60.888805;16.82; 1.21;-0.13;26.83; 0.24; 0.96; 9.60;17.9;18.8;  6.0;  8.5; 15.6; 151.5;   2.2;  52.3;DR8;Sloan;SDSS J121345.77-003213.4
183.73016;-01.12015;284.189453; 60.415955;17.07; 1.21;-0.05;21.03; 0.24; 0.88; 8.21;19.7;20.3;  5.6;  9.4; 17.1;  98.4;   2.4;  -1.9;DR8;Sloan;SDSS J121455.23-010712.5
182.22330;-00.96531;281.203705; 60.099342;16.52; 1.15;-0.08;25.00; 0.22; 0.89; 9.44;15.3;16.5;  6.5;  7.5; 13.2;  25.2;   2.3; -77.7;DR8;Sloan;SDSS J120853.59-005755.1
182.85673;+00.43049;281.494385; 61.625603;15.52; 1.37;-0.20;27.15; 0.23; 0.97; 9.74; 9.8;12.1;  7.1;  4.6;  8.7; 149.8;   1.4;  52.2;DR8;Sloan;SDSS J121125.61+002549.6
183.88329;+00.10256;283.762299; 61.630722;16.21; 1.20;-0.18;27.14; 0.21; 1.01; 9.60;13.6;14.9;  6.5;  6.3; 11.9; 185.8;   1.6;  89.3;DR8;Sloan;SDSS J121531.98+000609.2
183.68278;+00.93319;282.825653; 62.363369;16.04; 1.18;-0.02;22.83; 0.24; 0.88; 7.80;12.2;13.9;  6.7;  5.5; 10.8; 161.9;   1.7;  67.5;DR8;Sloan;SDSS J121443.87+005559.4
184.45493;-00.07888;285.024048; 61.618450;18.11; 1.07;-0.26;24.02; 0.20; 1.09; 9.10;31.8;31.8;  4.1; 14.6; 28.0;  29.9;   4.1; -65.9;DR8;Sloan;SDSS J121749.18-000443.9
130.71217;+04.55199;222.067383; 26.787287;16.32; 1.14;-0.23;26.05; 0.24; 1.08;10.14;13.9;20.2; 17.2;  8.3;  6.3; 335.6;   2.1; 197.5;DR8;Sloan;SDSS J084250.92+043307.1
130.67126;+05.18612;221.418152; 27.049345;17.36; 1.17;-0.05;28.09; 0.19; 0.84; 9.17;22.5;28.5; 23.0; 13.3; 10.2;  40.8;   2.0; -95.3;DR8;Sloan;SDSS J084241.10+051110.0
130.52579;+05.33519;221.194229; 26.990875;16.37; 1.23;-0.12;26.51; 0.22; 0.97; 9.91;14.6;20.8; 17.8;  8.6;  6.6;  47.7;   2.1; -87.9;DR8;Sloan;SDSS J084206.19+052006.7
129.42281;+06.68566;219.285004; 26.639214;18.37; 1.14;-0.01;27.03; 0.25; 0.77; 8.03;35.8;41.8; 32.8; 20.3; 16.1; 124.5;   4.4;  -6.6;DR8;Sloan;SDSS J083741.47+064108.4
130.23033;+06.45763;219.923279; 27.248976;17.64; 1.26;-0.13;24.95; 0.22; 0.94; 8.79;26.2;32.2; 25.9; 15.0; 12.0; 120.9;   3.5; -11.1;DR8;Sloan;SDSS J084055.27+062727.5
231.92793;+05.64584; 10.046388; 47.095409;15.67; 1.01;-0.28;24.26; 0.23; 1.14; 9.37; 9.9; 7.5;  1.4; -1.2;  7.2; -59.6;   1.7; -20.9;DR8;Sloan;SDSS J152742.69+053845.0
231.70549;+06.24090; 10.587837; 47.613575;17.97; 1.29;-0.17;28.61; 0.22; 0.99; 9.83;30.4;25.8;-12.2; -3.8; 22.5;  32.8;   4.3;  72.6;DR8;Sloan;SDSS J152649.31+061427.2
209.94559;+19.63028; 10.980295; 72.640640;16.07; 1.17;-0.01;23.65; 0.23; 0.79; 7.77;12.4;12.6;  4.4; -0.7; 11.9;-213.1;   1.7;-190.5;DR8;Sloan;SDSS J135946.93+193749.0
209.96579;+18.76732;  8.536647; 72.193092;16.70; 1.20;-0.21;26.91; 0.21; 1.10; 9.98;17.0;16.4;  2.9; -0.8; 16.2;  35.1;   2.4;  55.2;DR8;Sloan;SDSS J135951.79+184602.3
209.39094;+18.60486;  7.134525; 72.571037;17.42; 1.18;-0.04;21.87; 0.27; 0.89; 7.76;23.1;22.1;  1.1; -0.9; 22.0;  19.4;   2.8;  37.6;DR8;Sloan;SDSS J135733.82+183617.4
209.34459;+17.30753;  3.529281; 71.882065;15.94; 1.11;-0.20;25.68; 0.22; 1.09;10.13;11.7;11.9;  4.4; -0.2; 11.1; 108.1;   1.9; 122.4;DR8;Sloan;SDSS J135722.69+171827.1
233.09482;+07.09174; 12.753957; 46.929356;19.14; 1.15;-0.20;28.82; 0.24; 1.17;10.07;52.3;47.3;-26.8; -7.9; 38.2; -31.7;  10.6;  14.2;DR8;Sloan;SDSS J153222.75+070530.2
231.38892;+06.32444; 10.427963; 47.920910;16.72; 1.28;-0.15;26.09; 0.21; 0.97; 9.51;17.2;13.3; -3.3; -2.1; 12.7;-176.1;   2.2;-136.8;DR8;Sloan;SDSS J152533.33+061928.0
232.57066;+07.98749; 13.460404; 47.847862;18.90; 1.20;-0.19;26.65; 0.27; 1.16;10.03;46.8;42.0;-22.5; -7.3; 34.7; -72.5;   9.5; -25.5;DR8;Sloan;SDSS J153016.95+075914.9
232.29144;+06.85982; 11.829021; 47.472290;17.80; 1.19;-0.15;27.10; 0.20; 0.91; 9.52;28.2;23.7;-10.6; -3.9; 20.8; -55.5;   4.5; -12.4;DR8;Sloan;SDSS J152909.94+065135.3
231.64607;+07.50891; 12.118552; 48.363159;17.23; 1.23;-0.14;25.40; 0.23; 0.89; 9.04;21.7;17.6; -6.1; -3.0; 16.2;-125.1;   3.0; -81.8;DR8;Sloan;SDSS J152635.05+073032.0
231.76237;+07.32413; 11.980186; 48.165783;17.75; 1.24;-0.12;26.92; 0.22; 0.92; 9.80;27.5;23.1; -9.9; -3.8; 20.5;-101.0;   3.8; -57.9;DR8;Sloan;SDSS J152702.96+071926.8
